,TransactionNo,Items,Daypart,DayType,Year,Month
580,286,Juice,Morning,Weekday,2016,02
581,286,Alfajores,Morning,Weekday,2016,02
582,287,Coffee,Morning,Weekday,2016,02
583,287,Pastry,Morning,Weekday,2016,02
584,288,Bread,Morning,Weekday,2016,02
585,288,Alfajores,Morning,Weekday,2016,02
586,289,Bread,Morning,Weekday,2016,02
587,290,Coffee,Morning,Weekday,2016,02
588,290,Cookies,Morning,Weekday,2016,02
589,291,Coffee,Morning,Weekday,2016,02
590,292,Cookies,Morning,Weekday,2016,02
591,293,Hearty & Seasonal,Morning,Weekday,2016,02
592,294,Coffee,Morning,Weekday,2016,02
593,295,Jam,Morning,Weekday,2016,02
594,295,Tartine,Morning,Weekday,2016,02
595,295,Bread,Morning,Weekday,2016,02
596,296,Farm House,Morning,Weekday,2016,02
597,296,Scandinavian,Morning,Weekday,2016,02
598,297,Hearty & Seasonal,Afternoon,Weekday,2016,02
599,297,Coffee,Afternoon,Weekday,2016,02
600,297,Muffin,Afternoon,Weekday,2016,02
601,297,Scandinavian,Afternoon,Weekday,2016,02
602,298,Tartine,Afternoon,Weekday,2016,02
603,298,Pick and Mix Bowls,Afternoon,Weekday,2016,02
604,298,Coffee,Afternoon,Weekday,2016,02
605,298,Coke,Afternoon,Weekday,2016,02
606,299,Bread,Afternoon,Weekday,2016,02
607,300,Scandinavian,Afternoon,Weekday,2016,02
608,300,Farm House,Afternoon,Weekday,2016,02
609,300,Alfajores,Afternoon,Weekday,2016,02
610,300,Coffee,Afternoon,Weekday,2016,02
611,300,Coffee,Afternoon,Weekday,2016,02
612,301,Juice,Afternoon,Weekday,2016,02
613,301,Mineral water,Afternoon,Weekday,2016,02
614,301,Soup,Afternoon,Weekday,2016,02
615,302,Soup,Afternoon,Weekday,2016,02
616,302,Tea,Afternoon,Weekday,2016,02
617,303,Juice,Afternoon,Weekday,2016,02
618,303,Tea,Afternoon,Weekday,2016,02
619,303,Cookies,Afternoon,Weekday,2016,02
620,303,Soup,Afternoon,Weekday,2016,02
621,304,Hearty & Seasonal,Afternoon,Weekday,2016,02
622,304,Tea,Afternoon,Weekday,2016,02
623,305,Fudge,Afternoon,Weekday,2016,02
624,306,Coffee,Afternoon,Weekday,2016,02
625,306,Mineral water,Afternoon,Weekday,2016,02
626,306,Juice,Afternoon,Weekday,2016,02
627,306,Soup,Afternoon,Weekday,2016,02
628,307,Hearty & Seasonal,Afternoon,Weekday,2016,02
629,308,Hearty & Seasonal,Afternoon,Weekday,2016,02
630,308,Smoothies,Afternoon,Weekday,2016,02
631,309,Hearty & Seasonal,Afternoon,Weekday,2016,02
632,309,Tea,Afternoon,Weekday,2016,02
633,310,Coffee,Afternoon,Weekday,2016,02
634,310,Sandwich,Afternoon,Weekday,2016,02
635,310,Sandwich,Afternoon,Weekday,2016,02
636,311,Cookies,Afternoon,Weekday,2016,02
637,311,Farm House,Afternoon,Weekday,2016,02
638,312,Soup,Afternoon,Weekday,2016,02
639,312,Tea,Afternoon,Weekday,2016,02
640,312,Juice,Afternoon,Weekday,2016,02
641,313,Soup,Afternoon,Weekday,2016,02
642,314,Coffee,Afternoon,Weekday,2016,02
643,316,Bread,Afternoon,Weekday,2016,02
644,317,Cookies,Afternoon,Weekday,2016,02
645,317,Tea,Afternoon,Weekday,2016,02
646,318,Soup,Afternoon,Weekday,2016,02
647,318,Hearty & Seasonal,Afternoon,Weekday,2016,02
648,318,Bread,Afternoon,Weekday,2016,02
649,319,Coffee,Afternoon,Weekday,2016,02
650,320,Coffee,Afternoon,Weekday,2016,02
651,321,Coffee,Afternoon,Weekday,2016,02
652,321,Tea,Afternoon,Weekday,2016,02
653,322,Bread,Afternoon,Weekday,2016,02
654,323,Tea,Afternoon,Weekday,2016,02
655,324,Coffee,Afternoon,Weekday,2016,02
656,324,Tea,Afternoon,Weekday,2016,02
657,325,Coffee,Afternoon,Weekday,2016,02
658,326,Fudge,Afternoon,Weekday,2016,02
659,327,Tea,Afternoon,Weekday,2016,02
660,328,Soup,Afternoon,Weekday,2016,02
661,328,Tea,Afternoon,Weekday,2016,02
662,329,Juice,Afternoon,Weekday,2016,02
663,330,Alfajores,Afternoon,Weekday,2016,02
664,331,Bread,Afternoon,Weekday,2016,02
665,332,Coffee,Afternoon,Weekday,2016,02
666,332,Alfajores,Afternoon,Weekday,2016,02
667,333,Juice,Afternoon,Weekday,2016,02
668,333,Alfajores,Afternoon,Weekday,2016,02
669,333,Cookies,Afternoon,Weekday,2016,02
670,333,Pick and Mix Bowls,Afternoon,Weekday,2016,02
671,333,Mineral water,Afternoon,Weekday,2016,02
672,334,Coffee,Evening,Weekday,2016,02
673,334,Alfajores,Evening,Weekday,2016,02
674,335,Fudge,Evening,Weekday,2016,02
675,336,Mighty Protein,Evening,Weekday,2016,02
676,336,Juice,Evening,Weekday,2016,02
677,337,Coffee,Evening,Weekday,2016,02
678,337,Mineral water,Evening,Weekday,2016,02
679,337,Alfajores,Evening,Weekday,2016,02
680,338,Mighty Protein,Evening,Weekday,2016,02
681,338,Coffee,Evening,Weekday,2016,02
682,339,Alfajores,Evening,Weekday,2016,02
683,340,Coffee,Morning,Weekday,2016,03
684,340,Bread,Morning,Weekday,2016,03
685,341,Medialuna,Morning,Weekday,2016,03
686,341,Medialuna,Morning,Weekday,2016,03
687,342,Medialuna,Morning,Weekday,2016,03
688,342,Bread,Morning,Weekday,2016,03
689,343,Farm House,Morning,Weekday,2016,03
690,344,Coffee,Morning,Weekday,2016,03
691,344,Pastry,Morning,Weekday,2016,03
692,345,Farm House,Morning,Weekday,2016,03
693,346,Coffee,Morning,Weekday,2016,03
694,346,Coffee,Morning,Weekday,2016,03
695,346,Pastry,Morning,Weekday,2016,03
696,346,Pastry,Morning,Weekday,2016,03
697,346,Coffee,Morning,Weekday,2016,03
698,347,Medialuna,Morning,Weekday,2016,03
699,348,Bread,Morning,Weekday,2016,03
700,348,Tea,Morning,Weekday,2016,03
701,348,Sandwich,Morning,Weekday,2016,03
702,349,Bread,Morning,Weekday,2016,03
703,350,Jam,Morning,Weekday,2016,03
704,350,Coffee,Morning,Weekday,2016,03
705,350,Farm House,Morning,Weekday,2016,03
706,351,Focaccia,Morning,Weekday,2016,03
707,352,Bread,Morning,Weekday,2016,03
708,353,Tartine,Morning,Weekday,2016,03
709,353,Pastry,Morning,Weekday,2016,03
710,353,Bread,Morning,Weekday,2016,03
711,353,My-5 Fruit Shoot,Morning,Weekday,2016,03
712,354,Farm House,Morning,Weekday,2016,03
713,354,Pastry,Morning,Weekday,2016,03
714,355,Bread,Morning,Weekday,2016,03
715,355,Pastry,Morning,Weekday,2016,03
716,356,Pastry,Morning,Weekday,2016,03
717,356,Bread,Morning,Weekday,2016,03
718,357,Jam,Morning,Weekday,2016,03
719,357,Coffee,Morning,Weekday,2016,03
720,358,Farm House,Morning,Weekday,2016,03
721,359,Bread,Morning,Weekday,2016,03
722,359,Pastry,Morning,Weekday,2016,03
723,360,Coffee,Morning,Weekday,2016,03
724,360,Tea,Morning,Weekday,2016,03
725,360,Bread,Morning,Weekday,2016,03
726,361,Jam,Morning,Weekday,2016,03
727,363,Pastry,Morning,Weekday,2016,03
728,363,Medialuna,Morning,Weekday,2016,03
729,363,Medialuna,Morning,Weekday,2016,03
730,364,Coffee,Morning,Weekday,2016,03
731,365,Tea,Morning,Weekday,2016,03
732,366,Bread,Morning,Weekday,2016,03
733,367,Bread,Morning,Weekday,2016,03
734,367,Pastry,Morning,Weekday,2016,03
735,368,Pastry,Morning,Weekday,2016,03
736,369,Farm House,Morning,Weekday,2016,03
737,370,Tea,Morning,Weekday,2016,03
738,371,Coffee,Morning,Weekday,2016,03
739,371,Brownie,Morning,Weekday,2016,03
740,371,Alfajores,Morning,Weekday,2016,03
741,371,Fudge,Morning,Weekday,2016,03
742,372,Bread,Morning,Weekday,2016,03
743,372,Fudge,Morning,Weekday,2016,03
744,372,Cookies,Morning,Weekday,2016,03
745,373,Coffee,Morning,Weekday,2016,03
746,374,Bread,Morning,Weekday,2016,03
747,375,Coffee,Morning,Weekday,2016,03
748,375,Coffee,Morning,Weekday,2016,03
749,375,Jam,Morning,Weekday,2016,03
750,375,Pastry,Morning,Weekday,2016,03
751,376,Soup,Morning,Weekday,2016,03
752,376,Coffee,Morning,Weekday,2016,03
753,377,Smoothies,Morning,Weekday,2016,03
754,377,Soup,Morning,Weekday,2016,03
755,377,Hearty & Seasonal,Morning,Weekday,2016,03
756,377,Pastry,Morning,Weekday,2016,03
757,378,Pastry,Morning,Weekday,2016,03
758,378,Bread,Morning,Weekday,2016,03
759,379,Pastry,Morning,Weekday,2016,03
760,379,Medialuna,Morning,Weekday,2016,03
761,380,Tea,Morning,Weekday,2016,03
762,380,Coffee,Morning,Weekday,2016,03
763,381,Bread,Morning,Weekday,2016,03
764,381,Cookies,Morning,Weekday,2016,03
765,382,Coffee,Afternoon,Weekday,2016,03
766,382,Coffee,Afternoon,Weekday,2016,03
767,382,Bread,Afternoon,Weekday,2016,03
768,382,Hearty & Seasonal,Afternoon,Weekday,2016,03
769,382,Pick and Mix Bowls,Afternoon,Weekday,2016,03
770,382,Sandwich,Afternoon,Weekday,2016,03
771,382,Focaccia,Afternoon,Weekday,2016,03
772,383,Coffee,Afternoon,Weekday,2016,03
773,384,Coffee,Afternoon,Weekday,2016,03
774,384,Sandwich,Afternoon,Weekday,2016,03
775,384,Brownie,Afternoon,Weekday,2016,03
776,385,Brownie,Afternoon,Weekday,2016,03
777,385,Cookies,Afternoon,Weekday,2016,03
778,386,Coffee,Afternoon,Weekday,2016,03
779,387,Coffee,Afternoon,Weekday,2016,03
780,388,Sandwich,Afternoon,Weekday,2016,03
781,388,Bread,Afternoon,Weekday,2016,03
782,388,Coffee,Afternoon,Weekday,2016,03
783,389,Coffee,Afternoon,Weekday,2016,03
784,389,Hot chocolate,Afternoon,Weekday,2016,03
785,390,Tea,Afternoon,Weekday,2016,03
786,391,Sandwich,Afternoon,Weekday,2016,03
787,391,Coffee,Afternoon,Weekday,2016,03
788,391,Brownie,Afternoon,Weekday,2016,03
789,392,Brownie,Afternoon,Weekday,2016,03
790,392,Pastry,Afternoon,Weekday,2016,03
791,392,Focaccia,Afternoon,Weekday,2016,03
792,392,Farm House,Afternoon,Weekday,2016,03
793,393,Cake,Afternoon,Weekday,2016,03
794,393,Focaccia,Afternoon,Weekday,2016,03
795,394,Soup,Afternoon,Weekday,2016,03
796,394,Hearty & Seasonal,Afternoon,Weekday,2016,03
797,394,Mineral water,Afternoon,Weekday,2016,03
798,395,Hearty & Seasonal,Afternoon,Weekday,2016,03
799,396,Hearty & Seasonal,Afternoon,Weekday,2016,03
800,397,Coffee,Afternoon,Weekday,2016,03
801,397,Coffee,Afternoon,Weekday,2016,03
802,397,Pastry,Afternoon,Weekday,2016,03
803,398,Coffee,Afternoon,Weekday,2016,03
804,399,Tea,Afternoon,Weekday,2016,03
805,399,Cake,Afternoon,Weekday,2016,03
806,400,Coffee,Afternoon,Weekday,2016,03
807,400,Soup,Afternoon,Weekday,2016,03
808,401,Bread,Afternoon,Weekday,2016,03
809,401,Focaccia,Afternoon,Weekday,2016,03
810,401,Fudge,Afternoon,Weekday,2016,03
811,402,Hot chocolate,Afternoon,Weekday,2016,03
812,402,Coffee,Afternoon,Weekday,2016,03
813,402,Alfajores,Afternoon,Weekday,2016,03
814,403,Brownie,Afternoon,Weekday,2016,03
815,403,Pastry,Afternoon,Weekday,2016,03
816,403,Cake,Afternoon,Weekday,2016,03
817,404,Medialuna,Afternoon,Weekday,2016,03
818,404,Alfajores,Afternoon,Weekday,2016,03
819,404,Dulce de Leche,Afternoon,Weekday,2016,03
820,405,Dulce de Leche,Afternoon,Weekday,2016,03
821,405,Alfajores,Afternoon,Weekday,2016,03
822,406,Bread,Afternoon,Weekday,2016,03
823,406,Cake,Afternoon,Weekday,2016,03
824,407,Cake,Afternoon,Weekday,2016,03
825,407,Coffee,Afternoon,Weekday,2016,03
826,408,Bread,Afternoon,Weekday,2016,03
827,409,Sandwich,Afternoon,Weekday,2016,03
828,410,Bread,Afternoon,Weekday,2016,03
829,410,Coffee,Afternoon,Weekday,2016,03
830,410,Alfajores,Afternoon,Weekday,2016,03
831,410,Medialuna,Afternoon,Weekday,2016,03
832,411,Coffee,Afternoon,Weekday,2016,03
833,412,Bread,Afternoon,Weekday,2016,03
834,412,Alfajores,Afternoon,Weekday,2016,03
835,413,Tea,Afternoon,Weekday,2016,03
836,413,Coffee,Afternoon,Weekday,2016,03
837,414,Bread,Afternoon,Weekday,2016,03
838,415,Dulce de Leche,Afternoon,Weekday,2016,03
839,416,Farm House,Afternoon,Weekday,2016,03
840,417,Fudge,Afternoon,Weekday,2016,03
841,418,Coffee,Afternoon,Weekday,2016,03
842,419,Coffee,Afternoon,Weekday,2016,03
843,419,Alfajores,Afternoon,Weekday,2016,03
844,419,Juice,Afternoon,Weekday,2016,03
845,419,Ella's Kitchen Pouches,Afternoon,Weekday,2016,03
846,419,Brownie,Afternoon,Weekday,2016,03
847,420,Alfajores,Afternoon,Weekday,2016,03
848,421,Alfajores,Afternoon,Weekday,2016,03
849,421,Brownie,Afternoon,Weekday,2016,03
850,421,Cookies,Afternoon,Weekday,2016,03
851,421,Bread,Afternoon,Weekday,2016,03
852,421,Juice,Afternoon,Weekday,2016,03
853,422,Cake,Afternoon,Weekday,2016,03
854,422,Cookies,Afternoon,Weekday,2016,03
855,423,Pick and Mix Bowls,Afternoon,Weekday,2016,03
856,424,Coffee,Afternoon,Weekday,2016,03
857,425,Farm House,Afternoon,Weekday,2016,03
858,426,Tea,Evening,Weekday,2016,03
859,427,Coffee,Evening,Weekday,2016,03
860,428,Focaccia,Evening,Weekday,2016,03
861,428,Farm House,Evening,Weekday,2016,03
862,429,Dulce de Leche,Evening,Weekday,2016,03
863,430,Juice,Evening,Weekday,2016,03
864,430,My-5 Fruit Shoot,Evening,Weekday,2016,03
865,430,Ella's Kitchen Pouches,Evening,Weekday,2016,03
866,430,Cookies,Evening,Weekday,2016,03
867,431,Bread,Evening,Weekday,2016,03
868,432,Hot chocolate,Evening,Weekday,2016,03
869,433,Coffee,Evening,Weekday,2016,03
870,435,Coffee,Evening,Weekday,2016,03
871,436,Coffee,Evening,Weekday,2016,03
872,437,Medialuna,Morning,Weekday,2016,04
873,438,Bread,Morning,Weekday,2016,04
874,438,Tea,Morning,Weekday,2016,04
875,438,Jam,Morning,Weekday,2016,04
876,439,Farm House,Morning,Weekday,2016,04
877,440,Bread,Morning,Weekday,2016,04
878,441,Coffee,Morning,Weekday,2016,04
879,442,Medialuna,Morning,Weekday,2016,04
880,442,Coffee,Morning,Weekday,2016,04
881,443,Bread,Morning,Weekday,2016,04
882,444,Medialuna,Morning,Weekday,2016,04
883,444,Pastry,Morning,Weekday,2016,04
884,444,Medialuna,Morning,Weekday,2016,04
885,445,Coffee,Morning,Weekday,2016,04
886,445,Coffee,Morning,Weekday,2016,04
887,445,Jam,Morning,Weekday,2016,04
888,446,Bread,Morning,Weekday,2016,04
889,446,Coffee,Morning,Weekday,2016,04
890,447,Coffee,Morning,Weekday,2016,04
891,447,Coffee,Morning,Weekday,2016,04
892,448,Bread,Morning,Weekday,2016,04
893,449,Hot chocolate,Morning,Weekday,2016,04
894,450,Bread,Morning,Weekday,2016,04
895,450,Medialuna,Morning,Weekday,2016,04
896,451,Bread,Morning,Weekday,2016,04
897,451,Jam,Morning,Weekday,2016,04
898,452,Jam,Morning,Weekday,2016,04
899,452,Bread,Morning,Weekday,2016,04
900,453,Coffee,Morning,Weekday,2016,04
901,453,Bread,Morning,Weekday,2016,04
902,454,Bread,Morning,Weekday,2016,04
903,454,Farm House,Morning,Weekday,2016,04
904,455,Bread,Morning,Weekday,2016,04
905,455,Coffee,Morning,Weekday,2016,04
906,455,Coffee,Morning,Weekday,2016,04
907,456,Tea,Morning,Weekday,2016,04
908,456,Pastry,Morning,Weekday,2016,04
909,457,Coffee,Morning,Weekday,2016,04
910,457,Coffee,Morning,Weekday,2016,04
911,458,Bread,Morning,Weekday,2016,04
912,459,Pastry,Morning,Weekday,2016,04
913,459,Brownie,Morning,Weekday,2016,04
914,460,Farm House,Morning,Weekday,2016,04
915,461,Coffee,Morning,Weekday,2016,04
916,462,Tea,Morning,Weekday,2016,04
917,462,Coffee,Morning,Weekday,2016,04
918,462,Honey,Morning,Weekday,2016,04
919,462,Cookies,Morning,Weekday,2016,04
920,463,Tea,Morning,Weekday,2016,04
921,464,Bread,Morning,Weekday,2016,04
922,465,Brownie,Morning,Weekday,2016,04
923,466,Bread,Morning,Weekday,2016,04
924,466,Coffee,Morning,Weekday,2016,04
925,467,Bread,Morning,Weekday,2016,04
926,468,Coffee,Morning,Weekday,2016,04
927,469,Tea,Morning,Weekday,2016,04
928,469,Tea,Morning,Weekday,2016,04
929,470,Tea,Morning,Weekday,2016,04
930,471,Coffee,Morning,Weekday,2016,04
931,471,Coffee,Morning,Weekday,2016,04
932,473,Bread,Morning,Weekday,2016,04
933,473,Coffee,Morning,Weekday,2016,04
934,474,Bread,Morning,Weekday,2016,04
935,474,Bread,Morning,Weekday,2016,04
936,475,Bread,Morning,Weekday,2016,04
937,475,The BART,Morning,Weekday,2016,04
938,476,Coffee,Morning,Weekday,2016,04
939,476,Brownie,Morning,Weekday,2016,04
940,477,Coffee,Morning,Weekday,2016,04
941,478,Coffee,Morning,Weekday,2016,04
942,478,Brownie,Morning,Weekday,2016,04
943,479,Mineral water,Morning,Weekday,2016,04
944,479,Coffee,Morning,Weekday,2016,04
945,479,Coffee,Morning,Weekday,2016,04
946,479,Tartine,Morning,Weekday,2016,04
947,480,Brownie,Morning,Weekday,2016,04
948,480,Coffee,Morning,Weekday,2016,04
949,481,Brownie,Morning,Weekday,2016,04
950,481,Juice,Morning,Weekday,2016,04
951,482,Coffee,Morning,Weekday,2016,04
952,482,Coffee,Morning,Weekday,2016,04
953,482,Bread,Morning,Weekday,2016,04
954,482,Tea,Morning,Weekday,2016,04
955,482,Alfajores,Morning,Weekday,2016,04
956,482,Medialuna,Morning,Weekday,2016,04
957,482,Pastry,Morning,Weekday,2016,04
958,482,Jam,Morning,Weekday,2016,04
959,483,Bread,Afternoon,Weekday,2016,04
960,484,Fudge,Afternoon,Weekday,2016,04
961,484,Fudge,Afternoon,Weekday,2016,04
962,485,Coffee,Afternoon,Weekday,2016,04
963,485,Pick and Mix Bowls,Afternoon,Weekday,2016,04
964,486,Pastry,Afternoon,Weekday,2016,04
965,486,Bread,Afternoon,Weekday,2016,04
966,487,Soup,Afternoon,Weekday,2016,04
967,487,Scandinavian,Afternoon,Weekday,2016,04
968,487,Coffee,Afternoon,Weekday,2016,04
969,487,Mineral water,Afternoon,Weekday,2016,04
970,488,Juice,Afternoon,Weekday,2016,04
971,488,Mineral water,Afternoon,Weekday,2016,04
972,488,Sandwich,Afternoon,Weekday,2016,04
973,488,Pick and Mix Bowls,Afternoon,Weekday,2016,04
974,489,Bread,Afternoon,Weekday,2016,04
975,489,Pastry,Afternoon,Weekday,2016,04
976,489,Bread,Afternoon,Weekday,2016,04
977,490,Hearty & Seasonal,Afternoon,Weekday,2016,04
978,490,Hearty & Seasonal,Afternoon,Weekday,2016,04
979,490,Coffee,Afternoon,Weekday,2016,04
980,490,Coffee,Afternoon,Weekday,2016,04
981,491,Bread,Afternoon,Weekday,2016,04
982,491,Hearty & Seasonal,Afternoon,Weekday,2016,04
983,491,Coffee,Afternoon,Weekday,2016,04
984,491,Mineral water,Afternoon,Weekday,2016,04
985,492,Coffee,Afternoon,Weekday,2016,04
986,492,Tartine,Afternoon,Weekday,2016,04
987,492,Sandwich,Afternoon,Weekday,2016,04
988,492,Brownie,Afternoon,Weekday,2016,04
989,493,Coffee,Afternoon,Weekday,2016,04
990,493,Brownie,Afternoon,Weekday,2016,04
991,494,Alfajores,Afternoon,Weekday,2016,04
992,494,Coffee,Afternoon,Weekday,2016,04
993,494,Tartine,Afternoon,Weekday,2016,04
994,495,Mighty Protein,Afternoon,Weekday,2016,04
995,495,Coffee,Afternoon,Weekday,2016,04
996,497,Coffee,Afternoon,Weekday,2016,04
997,497,Hot chocolate,Afternoon,Weekday,2016,04
998,498,Soup,Afternoon,Weekday,2016,04
999,498,Jam,Afternoon,Weekday,2016,04
1000,498,Coffee,Afternoon,Weekday,2016,04
1001,498,Coffee,Afternoon,Weekday,2016,04
1002,499,Mineral water,Afternoon,Weekday,2016,04
1003,499,Brownie,Afternoon,Weekday,2016,04
1004,500,Scandinavian,Afternoon,Weekday,2016,04
1005,500,Coffee,Afternoon,Weekday,2016,04
1006,501,Scandinavian,Afternoon,Weekday,2016,04
1007,501,Coffee,Afternoon,Weekday,2016,04
1008,502,Coffee,Afternoon,Weekday,2016,04
1009,502,Coffee,Afternoon,Weekday,2016,04
1010,503,Coffee,Afternoon,Weekday,2016,04
1011,503,Coffee,Afternoon,Weekday,2016,04
1012,503,Hot chocolate,Afternoon,Weekday,2016,04
1013,503,Brownie,Afternoon,Weekday,2016,04
1014,503,Hearty & Seasonal,Afternoon,Weekday,2016,04
1015,504,Tea,Afternoon,Weekday,2016,04
1016,504,Cake,Afternoon,Weekday,2016,04
1017,505,Medialuna,Afternoon,Weekday,2016,04
1018,506,Alfajores,Afternoon,Weekday,2016,04
1019,506,Tea,Afternoon,Weekday,2016,04
1020,506,Coffee,Afternoon,Weekday,2016,04
1021,507,Coffee,Afternoon,Weekday,2016,04
1022,507,Juice,Afternoon,Weekday,2016,04
1023,507,Brownie,Afternoon,Weekday,2016,04
1024,507,Alfajores,Afternoon,Weekday,2016,04
1025,508,Coffee,Afternoon,Weekday,2016,04
1026,508,Sandwich,Afternoon,Weekday,2016,04
1027,509,Bread,Afternoon,Weekday,2016,04
1028,509,Soup,Afternoon,Weekday,2016,04
1029,510,Soup,Afternoon,Weekday,2016,04
1030,510,Bread,Afternoon,Weekday,2016,04
1031,511,Bread,Afternoon,Weekday,2016,04
1032,512,Tea,Afternoon,Weekday,2016,04
1033,512,Brownie,Afternoon,Weekday,2016,04
1034,512,Cookies,Afternoon,Weekday,2016,04
1035,513,Coffee,Afternoon,Weekday,2016,04
1036,513,Bread,Afternoon,Weekday,2016,04
1037,513,Brownie,Afternoon,Weekday,2016,04
1038,514,Brownie,Afternoon,Weekday,2016,04
1039,515,Cookies,Afternoon,Weekday,2016,04
1040,515,Bread,Afternoon,Weekday,2016,04
1041,515,Jam,Afternoon,Weekday,2016,04
1042,516,Coffee,Afternoon,Weekday,2016,04
1043,517,Tea,Afternoon,Weekday,2016,04
1044,517,Brownie,Afternoon,Weekday,2016,04
1045,517,Tea,Afternoon,Weekday,2016,04
1046,518,Alfajores,Afternoon,Weekday,2016,04
1047,518,Medialuna,Afternoon,Weekday,2016,04
1048,518,Scandinavian,Afternoon,Weekday,2016,04
1049,519,Hot chocolate,Evening,Weekday,2016,04
1050,519,Coffee,Evening,Weekday,2016,04
1051,519,Alfajores,Evening,Weekday,2016,04
1052,519,Cookies,Evening,Weekday,2016,04
1053,520,Brownie,Evening,Weekday,2016,04
1054,521,Fudge,Evening,Weekday,2016,04
1055,522,Tea,Evening,Weekday,2016,04
1056,522,Brownie,Evening,Weekday,2016,04
1057,523,Dulce de Leche,Evening,Weekday,2016,04
1058,523,Fudge,Evening,Weekday,2016,04
1059,524,Bread,Morning,Weekend,2016,05
1060,524,Scandinavian,Morning,Weekend,2016,05
1061,524,Fudge,Morning,Weekend,2016,05
1062,524,Granola,Morning,Weekend,2016,05
1063,524,Pastry,Morning,Weekend,2016,05
1064,524,Coffee,Morning,Weekend,2016,05
1065,525,Bread,Morning,Weekend,2016,05
1066,525,Fudge,Morning,Weekend,2016,05
1067,526,Hot chocolate,Morning,Weekend,2016,05
1068,526,Coffee,Morning,Weekend,2016,05
1069,526,Medialuna,Morning,Weekend,2016,05
1070,526,Medialuna,Morning,Weekend,2016,05
1071,527,Bread,Morning,Weekend,2016,05
1072,528,Bread,Morning,Weekend,2016,05
1073,528,Medialuna,Morning,Weekend,2016,05
1074,529,Bread,Morning,Weekend,2016,05
1075,529,Coffee,Morning,Weekend,2016,05
1076,529,Medialuna,Morning,Weekend,2016,05
1077,529,Jam,Morning,Weekend,2016,05
1078,530,Jam,Morning,Weekend,2016,05
1079,530,Coffee,Morning,Weekend,2016,05
1080,530,Brownie,Morning,Weekend,2016,05
1081,531,Bread,Morning,Weekend,2016,05
1082,531,Coffee,Morning,Weekend,2016,05
1083,531,Jam,Morning,Weekend,2016,05
1084,532,Scandinavian,Morning,Weekend,2016,05
1085,533,Coffee,Morning,Weekend,2016,05
1086,533,Cookies,Morning,Weekend,2016,05
1087,534,Coffee,Morning,Weekend,2016,05
1088,534,Coffee,Morning,Weekend,2016,05
1089,534,Scandinavian,Morning,Weekend,2016,05
1090,535,Bread,Morning,Weekend,2016,05
1091,536,Bread,Morning,Weekend,2016,05
1092,537,Jam,Morning,Weekend,2016,05
1093,537,Brownie,Morning,Weekend,2016,05
1094,537,Coffee,Morning,Weekend,2016,05
1095,537,Coffee,Morning,Weekend,2016,05
1096,538,Coffee,Morning,Weekend,2016,05
1097,539,Brownie,Morning,Weekend,2016,05
1098,539,Hot chocolate,Morning,Weekend,2016,05
1099,540,Bread,Morning,Weekend,2016,05
1100,541,Bread,Morning,Weekend,2016,05
1101,541,Bread,Morning,Weekend,2016,05
1102,541,Medialuna,Morning,Weekend,2016,05
1103,542,Coffee,Morning,Weekend,2016,05
1104,542,Hot chocolate,Morning,Weekend,2016,05
1105,542,Brownie,Morning,Weekend,2016,05
1106,543,Scandinavian,Morning,Weekend,2016,05
1107,544,Basket,Morning,Weekend,2016,05
1108,544,Bread,Morning,Weekend,2016,05
